Date,Open,High,Low,Close,Volume
2017-05-05,146.76,148.98,146.76,148.96,27327725
2017-05-04,146.52,147.14,145.81,146.53,23371872
2017-05-03,145.59,147.49,144.27,147.06,45697034
2017-05-02,147.54,148.09,146.84,147.51,45352194
2017-05-01,145.10,147.20,144.96,146.58,33602943
2017-04-28,144.09,144.30,143.27,143.65,20860358
2017-04-27,143.92,144.16,143.31,143.79,14246347
2017-04-26,144.47,144.60,143.38,143.68,20041241
2017-04-25,143.91,144.90,143.87,144.53,18871501
2017-04-24,143.50,143.95,143.18,143.64,17134333
2017-04-21,142.44,142.68,141.85,142.27,17320928
2017-04-20,141.22,142.92,141.16,142.44,23319562
2017-04-19,141.88,142.00,140.45,140.68,17328375
2017-04-18,141.41,142.04,141.11,141.20,14697544
2017-04-17,141.48,141.88,140.87,141.83,16582094
2017-04-13,141.91,142.38,141.05,141.05,17822880
2017-04-12,141.60,142.15,141.01,141.80,20350000
2017-04-11,142.94,143.35,140.06,141.63,30379376
2017-04-10,143.60,143.88,142.90,143.17,18933397
2017-04-07,143.73,144.18,143.27,143.34,16672198
2017-04-06,144.29,144.52,143.45,143.66,21149034
2017-04-05,144.22,145.46,143.81,144.02,27717854
2017-04-04,143.25,144.89,143.17,144.77,19891354
2017-04-03,143.71,144.12,143.05,143.70,19985714
2017-03-31,143.72,144.27,143.01,143.66,19661651
2017-03-30,144.19,144.50,143.50,143.93,21207252
2017-03-29,143.68,144.49,143.19,144.12,29189955
2017-03-28,140.91,144.04,140.62,143.80,33374805
2017-03-27,139.39,141.22,138.62,140.88,23575094
2017-03-24,141.50,141.74,140.35,140.64,22395563
2017-03-23,141.26,141.58,140.61,140.92,20346301
2017-03-22,139.84,141.60,139.76,141.42,25860165
2017-03-21,142.11,142.80,139.73,139.84,39529912
2017-03-20,140.40,141.50,140.23,141.46,21542038
2017-03-17,141.00,141.00,139.89,139.99,43884952
2017-03-16,140.72,141.02,140.26,140.69,19231998
2017-03-15,139.41,140.75,139.02,140.46,25691774
2017-03-14,139.30,139.65,138.84,138.99,15309065
2017-03-13,138.85,139.43,138.82,139.20,17421717
2017-03-10,139.25,139.36,138.64,139.14,19612801
2017-03-09,138.74,138.79,137.05,138.68,22155904
2017-03-08,138.95,139.80,138.82,139.00,18707236
2017-03-07,139.06,139.98,138.79,139.52,17446297
2017-03-06,139.36,139.77,138.60,139.34,21750044
2017-03-03,138.78,139.83,138.59,139.78,21571121
2017-03-02,140.00,140.28,138.76,138.96,26210984
2017-03-01,137.89,140.15,137.60,139.79,36414585
2017-02-28,137.08,137.44,136.70,136.99,23482860
2017-02-27,137.14,137.44,136.28,136.93,20257426
2017-02-24,135.91,136.66,135.28,136.66,21776585
2017-02-23,137.38,137.48,136.30,136.53,20788186
2017-02-22,136.43,137.12,136.11,137.11,20836932
2017-02-21,136.23,136.75,135.98,136.70,24507156
2017-02-17,135.10,135.83,135.10,135.72,22198197
2017-02-16,135.67,135.90,134.84,135.34,22584555
2017-02-15,135.52,136.27,134.62,135.51,35623100
2017-02-14,133.47,135.09,133.25,135.02,33226223
2017-02-13,133.08,133.82,132.75,133.29,23035421
2017-02-10,132.46,132.94,132.05,132.12,20065458
2017-02-09,131.65,132.44,131.12,132.42,28349859
2017-02-08,131.35,132.22,131.22,132.04,23004072
2017-02-07,130.54,132.09,130.45,131.53,38183841
2017-02-06,129.13,130.50,128.90,130.29,26845924
2017-02-03,128.31,129.19,128.16,129.08,24507301
2017-02-02,127.98,129.39,127.78,128.53,33710411
2017-02-01,127.03,130.49,127.01,128.75,111985040
2017-01-31,121.15,121.39,120.62,121.35,49200993
2017-01-30,120.93,121.63,120.66,121.63,30377503
2017-01-27,122.14,122.35,121.60,121.95,20562944
2017-01-26,121.67,122.44,121.60,121.94,26337576
2017-01-25,120.42,122.10,120.28,121.88,32586673
2017-01-24,119.55,120.10,119.50,119.97,23211038
2017-01-23,120.00,120.81,119.77,120.08,22050218
2017-01-20,120.45,120.45,119.73,120.00,32597892
2017-01-19,119.40,120.09,119.37,119.78,25597291
2017-01-18,120.00,120.50,119.71,119.99,23712961
2017-01-17,118.34,120.24,118.22,120.00,34439843
2017-01-13,119.11,119.62,118.81,119.04,26111948
2017-01-12,118.90,119.30,118.21,119.25,27086220
2017-01-11,118.74,119.93,118.60,119.75,27588593
2017-01-10,118.77,119.38,118.30,119.11,24462051
2017-01-09,117.95,119.43,117.94,118.99,33561948
2017-01-06,116.78,118.16,116.47,117.91,31751900
2017-01-05,115.92,116.86,115.81,116.61,22193587
2017-01-04,115.85,116.51,115.75,116.02,21118116
2017-01-03,115.80,116.33,114.76,116.15,28781865
2016-12-30,116.65,117.20,115.43,115.82,30586265
2016-12-29,116.45,117.11,116.40,116.73,15039519
2016-12-28,117.52,118.02,116.20,116.76,20905892
2016-12-27,116.52,117.80,116.49,117.26,18296855
2016-12-23,115.59,116.52,115.59,116.52,14249484
2016-12-22,116.35,116.51,115.64,116.29,26085854
2016-12-21,116.80,117.40,116.78,117.06,23783165
2016-12-20,116.74,117.50,116.68,116.95,21424965
2016-12-19,115.80,117.38,115.75,116.64,27779423
2016-12-16,116.47,116.50,115.64,115.97,44351134
2016-12-15,115.38,116.73,115.23,115.82,46524544
2016-12-14,115.04,116.20,114.98,115.19,34031834
2016-12-13,113.84,115.92,113.75,115.19,43733811
2016-12-12,113.29,115.00,112.49,113.30,26374377
2016-12-09,112.31,114.70,112.31,113.95,34402627
2016-12-08,110.86,112.43,110.60,112.12,27068316
2016-12-07,109.26,111.19,109.16,111.03,29998719
2016-12-06,109.50,110.36,109.19,109.95,26195462
2016-12-05,110.00,110.03,108.25,109.11,34324540
2016-12-02,109.17,110.09,108.85,109.90,26527997
2016-12-01,110.36,110.94,109.03,109.49,37086862
2016-11-30,111.60,112.20,110.27,110.52,36162258
2016-11-29,110.78,112.03,110.07,111.46,28528750
2016-11-28,111.43,112.46,111.39,111.57,27193983
2016-11-25,111.47,111.87,110.95,111.79,11475922
2016-11-23,111.36,111.51,110.33,111.23,27426394
2016-11-22,111.95,112.42,111.40,111.80,25965534
2016-11-21,110.12,111.99,110.01,111.73,29264571
2016-11-18,109.72,110.54,109.66,110.06,28428917
2016-11-17,109.81,110.35,108.83,109.95,26964598
2016-11-16,106.70,110.23,106.60,109.99,58840522
2016-11-15,106.57,107.68,106.16,107.11,32264510
2016-11-14,107.71,107.81,104.08,105.71,51175504
2016-11-11,107.12,108.87,106.55,108.43,34143898
2016-11-10,111.09,111.09,105.83,107.79,57134541
2016-11-09,109.88,111.32,108.05,110.88,59176361
2016-11-08,110.31,111.72,109.70,111.06,24254179
2016-11-07,110.08,110.51,109.46,110.41,32560000
2016-11-04,108.53,110.25,108.11,108.84,30836997
2016-11-03,110.98,111.46,109.55,109.83,26932602
2016-11-02,111.40,112.35,111.23,111.59,28331709
2016-11-01,113.46,113.77,110.53,111.49,43825812
2016-10-31,113.65,114.23,113.20,113.54,26419398
2016-10-28,113.87,115.21,113.45,113.72,37861662
2016-10-27,115.39,115.86,114.10,114.48,34562045
2016-10-26,114.31,115.70,113.31,115.59,66134219
2016-10-25,117.95,118.36,117.31,118.25,48128970
2016-10-24,117.10,117.74,117.00,117.65,23538673
2016-10-21,116.81,116.91,116.28,116.60,23192665
2016-10-20,116.86,117.38,116.33,117.06,24125801
2016-10-19,117.25,117.76,113.80,117.12,20034594
2016-10-18,118.18,118.21,117.45,117.47,24553478
2016-10-17,117.33,117.84,116.78,117.55,23624896
2016-10-14,117.88,118.17,117.13,117.63,35652191
2016-10-13,116.79,117.44,115.72,116.98,35192406
2016-10-12,117.35,117.98,116.75,117.34,37586787
2016-10-11,117.70,118.69,116.20,116.30,64041043
2016-10-10,115.02,116.75,114.72,116.05,36235956
2016-10-07,114.31,114.56,113.51,114.06,24358443
2016-10-06,113.70,114.34,113.13,113.89,28779313
2016-10-05,113.40,113.66,112.69,113.05,21453089
2016-10-04,113.06,114.31,112.63,113.00,29736835
2016-10-03,112.71,113.05,112.28,112.52,21701760
2016-09-30,112.46,113.37,111.80,113.05,36379106
2016-09-29,113.16,113.80,111.80,112.18,35886990
2016-09-28,113.69,114.64,113.43,113.95,29641085
2016-09-27,113.00,113.18,112.34,113.09,24607412
2016-09-26,111.64,113.39,111.55,112.88,29869442
2016-09-23,114.42,114.79,111.55,112.71,52481151
2016-09-22,114.35,114.94,114.00,114.62,31073984
2016-09-21,113.85,113.99,112.44,113.55,36003185
