Date,Open,High,Low,Close,Volume
2017-06-27,376.40,376.40,362.02,362.37,6996399
2017-06-26,386.69,386.95,373.10,377.49,6604099
2017-06-23,382.45,386.99,379.34,383.45,6445758
2017-06-22,377.99,385.00,373.57,382.61,7529778
2017-06-21,374.35,376.99,368.02,376.40,4923210
2017-06-20,376.67,378.88,369.73,372.24,7438701
2017-06-19,375.00,376.70,367.80,369.80,6549332
2017-06-16,377.98,378.01,370.10,371.40,6730973
2017-06-15,372.50,375.46,366.49,375.34,10426469
2017-06-14,381.08,384.25,376.31,380.66,12818429
2017-06-13,367.62,376.00,366.61,375.95,11807920
2017-06-12,357.99,364.50,350.62,359.01,10517660
2017-06-09,374.42,376.87,354.80,357.32,17261435
2017-06-08,363.75,371.90,360.22,370.00,9061496
2017-06-07,356.34,360.50,355.14,359.65,9397959
2017-06-06,344.70,359.49,339.97,352.85,11086798
2017-06-05,338.50,348.44,334.21,347.32,6784368
2017-06-02,339.77,342.88,335.93,339.85,5590239
2017-06-01,344.00,344.88,337.29,340.37,7607996
2017-05-31,337.69,342.89,335.16,341.01,9963444
2017-05-30,326.00,336.28,325.76,335.10,7782916
2017-05-26,317.28,325.49,316.31,325.14,7802199
2017-05-25,311.02,316.97,307.81,316.83,5013963
2017-05-24,306.51,311.00,305.40,310.22,5041692
2017-05-23,310.46,310.73,303.48,303.86,4318354
2017-05-22,312.80,314.37,306.80,310.35,4329178
2017-05-19,315.50,316.50,310.20,310.83,4687572
2017-05-18,307.00,313.94,305.31,313.06,5653801
2017-05-17,314.39,314.63,305.50,306.11,6711940
2017-05-16,317.59,320.06,315.14,317.01,4152484
2017-05-15,318.38,320.20,312.53,315.88,7622004
2017-05-12,325.48,327.00,321.53,324.81,4121612
2017-05-11,323.40,326.00,319.60,323.10,4753819
2017-05-10,321.56,325.50,318.12,325.22,5741607
2017-05-09,309.38,321.99,309.10,321.26,9676537
2017-05-08,310.90,313.79,305.82,307.19,7006471
2017-05-05,298.00,308.55,296.80,308.35,8177347
2017-05-04,307.44,307.77,290.76,295.46,14152008
2017-05-03,317.67,321.53,310.45,311.02,7133365
2017-05-02,324.00,327.66,316.56,318.89,5382777
2017-05-01,314.88,327.25,314.81,322.83,8829565
2017-04-28,309.83,314.80,308.00,314.07,4505478
2017-04-27,311.69,313.09,307.50,308.63,3468569
2017-04-26,312.37,314.50,309.00,310.17,4695044
2017-04-25,308.00,313.98,305.86,313.79,6737708
2017-04-24,309.22,310.55,306.02,308.03,5083505
2017-04-21,302.00,306.40,300.42,305.60,4509756
2017-04-20,306.51,309.15,300.23,302.51,6149352
2017-04-19,302.46,306.62,302.11,305.52,3898024
2017-04-18,299.70,300.84,297.90,300.25,3035698
2017-04-17,302.70,304.00,298.68,301.44,4138736
2017-04-13,296.70,307.39,295.30,304.00,9284634
2017-04-12,306.34,308.45,296.32,296.84,6050682
2017-04-11,313.38,313.47,305.50,308.71,5724577
2017-04-10,309.15,313.73,308.71,312.39,7664458
2017-04-07,297.50,302.69,297.15,302.54,4579613
2017-04-06,296.88,301.94,294.10,298.70,5520588
2017-04-05,302.04,304.88,294.20,295.00,7880938
2017-04-04,296.89,304.81,294.53,303.70,10134556
2017-04-03,286.90,299.00,284.58,298.52,13888618
2017-03-31,278.73,279.68,276.32,278.30,3294640
2017-03-30,278.04,282.00,277.21,277.92,4148426
2017-03-29,278.34,279.60,275.54,277.38,3676157
2017-03-28,277.02,280.68,275.00,277.45,7987604
2017-03-27,260.60,270.57,259.75,270.22,6230795
2017-03-24,255.70,263.89,255.01,263.16,5647253
2017-03-23,255.39,257.67,253.30,254.78,3320245
2017-03-22,251.56,255.07,250.51,255.01,4059297
2017-03-21,262.83,264.80,250.24,250.68,6908554
2017-03-20,260.60,264.55,258.82,261.92,3614294
2017-03-17,264.00,265.33,261.20,261.50,6497496
2017-03-16,262.40,265.75,259.06,262.05,7132153
2017-03-15,257.00,261.00,254.27,255.73,5330806
2017-03-14,246.11,258.12,246.02,258.00,7598446
2017-03-13,244.82,246.85,242.78,246.17,3022625
2017-03-10,246.21,246.50,243.00,243.69,3066272
2017-03-09,247.63,248.66,243.00,244.90,3879293
2017-03-08,247.00,250.07,245.32,246.87,3728649
2017-03-07,251.92,253.89,248.32,248.59,3459470
2017-03-06,247.91,251.70,247.51,251.21,3355500
2017-03-03,251.33,251.90,249.00,251.57,2929234
2017-03-02,249.71,253.28,248.27,250.48,3351833
2017-03-01,254.18,254.85,249.11,250.02,4809488
2017-02-28,244.19,251.00,243.90,249.99,6078145
2017-02-27,248.17,248.36,242.01,246.23,11460810
2017-02-24,252.66,258.25,250.20,257.00,8171626
2017-02-23,264.00,264.66,255.56,255.99,14915249
2017-02-22,280.31,283.45,272.60,273.51,8754975
2017-02-21,275.45,281.40,274.01,277.39,5676747
2017-02-17,265.80,272.89,264.15,272.23,6257149
2017-02-16,277.60,280.00,268.50,268.95,7077322
2017-02-15,280.00,282.24,276.44,279.76,4947856
2017-02-14,279.03,287.39,278.61,280.98,7345224
2017-02-13,270.74,280.79,270.51,280.60,7029605
2017-02-10,269.79,270.95,266.11,269.23,3619739
2017-02-09,266.25,271.18,266.15,269.20,7820222
2017-02-08,257.35,263.36,256.20,262.08,3933014
2017-02-07,258.19,260.00,256.42,257.48,4244775
2017-02-06,251.00,257.82,250.63,257.77,3562517
2017-02-03,251.91,252.18,249.68,251.33,2186723
2017-02-02,248.34,252.42,247.71,251.55,2499775
2017-02-01,253.05,253.20,249.05,249.24,3958829
2017-01-31,249.24,255.89,247.70,251.93,4116104
2017-01-30,252.53,255.29,247.10,250.63,3801074
2017-01-27,251.38,253.00,248.52,252.95,3166336
2017-01-26,254.29,255.74,250.75,252.51,3152123
2017-01-25,257.31,258.46,251.80,254.47,5146361
2017-01-24,250.00,254.80,249.65,254.61,4965451
2017-01-23,245.85,250.89,245.50,248.92,6262938
2017-01-20,245.46,246.00,243.01,244.73,4204275
2017-01-19,247.25,248.68,240.75,243.76,7732303
2017-01-18,236.65,239.71,235.58,238.36,3768967
2017-01-17,236.70,239.96,234.37,235.58,4617522
2017-01-13,230.00,237.85,229.59,237.75,6092960
2017-01-12,229.06,230.70,225.58,229.59,3790229
2017-01-11,229.07,229.98,226.68,229.73,3650825
2017-01-10,232.00,232.00,226.89,229.87,3659955
2017-01-09,228.97,231.92,228.00,231.28,3979484
2017-01-06,226.93,230.31,225.45,229.01,5527893
2017-01-05,226.42,227.48,221.95,226.75,5911695
2017-01-04,214.75,228.00,214.31,226.99,11213471
2017-01-03,214.86,220.33,210.96,216.99,5923254
2016-12-30,216.30,217.50,211.68,213.69,4642620
2016-12-29,218.56,219.20,214.12,214.68,4044968
2016-12-28,221.53,223.80,217.20,219.74,3782456
2016-12-27,214.88,222.25,214.42,219.53,5915732
2016-12-23,208.00,213.45,207.71,213.34,4670464
2016-12-22,208.22,209.99,206.50,208.45,3111108
2016-12-21,208.45,212.23,207.41,207.70,5207622
2016-12-20,203.05,209.00,202.50,208.79,4689071
2016-12-19,202.49,204.45,199.84,202.73,3488071
2016-12-16,198.08,202.59,197.60,202.49,3796889
2016-12-15,198.41,200.74,197.39,197.58,3219567
2016-12-14,198.74,203.00,196.76,198.69,4150927
2016-12-13,193.18,201.28,193.00,198.15,6823884
2016-12-12,192.80,194.42,191.04,192.43,2438876
2016-12-09,190.87,193.84,190.81,192.18,2722505
2016-12-08,192.05,192.50,189.54,192.29,3194148
2016-12-07,186.15,193.40,185.00,193.15,5461851
2016-12-06,185.52,186.58,182.68,185.85,3391622
2016-12-05,182.51,188.89,182.51,186.80,4072239
2016-12-02,182.88,184.88,180.00,181.47,4042324
2016-12-01,188.25,188.53,181.00,181.88,5126401
2016-11-30,191.00,191.89,187.50,189.40,3547104
2016-11-29,195.56,196.73,189.50,189.57,4439256
2016-11-28,195.48,199.35,194.55,196.12,4529182
2016-11-25,193.64,197.24,193.64,196.65,2366098
2016-11-23,190.61,195.64,189.00,193.14,4891893
2016-11-22,185.84,191.47,183.71,191.17,5603361
2016-11-21,185.04,188.89,184.41,184.52,4361043
2016-11-18,190.65,193.00,185.00,185.02,5210347
2016-11-17,183.49,189.49,182.11,188.66,4887067
2016-11-16,182.65,184.73,181.21,183.93,3434437
2016-11-15,182.78,186.43,182.05,183.77,3902018
2016-11-14,188.00,188.25,178.19,181.45,6552205
2016-11-11,184.24,188.88,183.00,188.56,3988504
2016-11-10,191.05,191.61,180.42,185.35,6750341
2016-11-09,186.88,192.00,183.95,190.06,8173065
2016-11-08,193.79,197.49,191.26,194.94,3267580
2016-11-07,193.59,194.29,190.05,193.21,3870112
2016-11-04,189.00,193.46,185.96,190.56,5146043
2016-11-03,189.00,191.47,187.04,187.42,2653023
2016-11-02,190.05,192.70,187.50,188.02,4253382
2016-11-01,198.04,198.50,188.10,190.79,7060036
2016-10-31,202.49,202.49,195.81,197.73,4692273
2016-10-28,204.00,205.32,199.83,199.97,4280141
2016-10-27,211.34,213.70,201.65,204.01,13093744
2016-10-26,201.00,203.19,200.10,202.24,5632841
2016-10-25,202.90,204.69,201.20,202.34,2445014
2016-10-24,201.00,203.95,200.25,202.76,2751562
2016-10-21,198.60,201.57,197.41,200.09,2943402
2016-10-20,202.12,203.00,197.05,199.10,5072877
2016-10-19,199.74,206.66,198.06,203.56,6991183
2016-10-18,195.99,199.47,193.26,199.10,5680475
2016-10-17,197.05,198.39,192.00,193.96,4554080
2016-10-14,200.66,201.43,196.30,196.51,4269850
2016-10-13,200.50,200.90,197.05,200.24,2495413
2016-10-12,200.95,203.88,200.42,201.51,1970689
2016-10-11,201.85,202.20,198.31,200.10,2328422
2016-10-10,201.35,204.14,199.66,200.95,3316297
2016-10-07,201.00,201.32,195.80,196.61,3493018
2016-10-06,202.46,204.21,200.21,201.00,4703402
2016-10-05,212.24,213.15,208.12,208.46,1877534
2016-10-04,213.10,213.32,208.82,211.41,3541481
2016-10-03,212.30,215.67,208.25,213.70,5999892
2016-09-30,202.21,204.98,199.55,204.03,2586273
2016-09-29,205.60,207.33,200.58,200.70,2727029
2016-09-28,207.51,208.25,205.26,206.27,2088374
2016-09-27,209.65,209.98,204.61,205.81,3373180
2016-09-26,206.50,211.00,206.50,208.99,2394358
2016-09-23,205.99,210.18,205.67,207.45,2905229
2016-09-22,206.40,207.28,203.00,206.43,2382902
2016-09-21,206.37,207.00,201.56,205.22,2633503
2016-09-20,206.85,207.75,203.91,204.64,2410488
2016-09-19,207.00,209.43,205.00,206.34,2299498
